insertions,bins,balls,alpha,perc,observed,lower bound,upper bound
2.98,4301,17876,1.34670116286,1.21212546591,5.09076175041,4.1838046649,12.1203104657
2.99,4314,19402,1.35077163835,1.21415419361,5.45626477541,4.52835820723,12.1569447452
3.0,4330,17658,1.35578145435,1.21679149579,5.06566701138,4.10726059828,12.2020330892
3.01,4347,18094,1.36110438385,1.21852929319,5.38521603332,4.19330180865,12.2499394546
3.02,4368,19402,1.36767976735,1.22046212972,5.04025670945,4.47639240514,12.3091179061
3.03,4385,17222,1.37300269684,1.2228628459,5.19660837308,3.95909142823,10.9840215748
3.04,4402,17876,1.37832562634,1.22372231135,5.07045929019,4.09460858306,12.4049306371
3.05,4421,18966,1.38427478284,1.22438508914,4.92127780947,4.32676088068,12.4584730455
3.06,4432,19402,1.38771903134,1.22604587548,5.16184971098,4.41597616881,12.489471282
3.07,4453,18094,1.39429441483,1.2269911884,5.0672310757,4.1002106132,12.5486497335
3.08,4478,18312,1.40212225233,1.23073419608,4.79310344828,4.12797497592,12.619100271
3.09,4503,18530,1.40995008983,1.23332140428,5.06938559322,4.15546901114,12.6895508084
3.1,4528,17440,1.35780499265,1.23653032686,4.94871794872,3.89083072388,10.8624399412
3.11,4539,17004,1.36110354718,1.23792086313,4.75862068966,3.78497281764,10.8888283774
3.12,4563,18094,1.36830039343,1.24099735886,4.94179600887,4.00780881902,10.9464031475
3.13,4586,17876,1.37519737109,1.24358489122,4.82615464453,3.94089095408,11.0015789687
3.14,4608,17004,1.36302531461,1.24661400793,5.12348790323,3.73183245108,10.9042025169
3.15,4631,17658,1.36561157422,1.25153778222,4.63848831427,3.85742469137,10.9248925938
3.16,4675,17004,1.37235641144,1.25983473122,4.5593220339,3.68173669415,10.9788512915
3.17,4696,17876,1.37852100708,1.26347195877,4.70355951057,3.85426939282,11.0281680566
3.18,4729,18312,1.38820822881,1.26833178018,4.81124694377,3.92233184993,11.1056658305
3.19,4748,17876,1.39378572011,1.27147097617,4.6381547333,3.81443602321,11.1502857608
3.2,4777,18312,1.40229873314,1.27588516724,4.6971035837,3.88481553634,11.2183898651
3.21,4801,17658,1.40243561733,1.27964932951,4.47713047665,3.72843174674,11.2194849386
3.22,4831,15914,1.41119901423,1.28388144931,4.36929657795,3.34023180136,9.87839309959
3.23,4866,18312,1.42142297728,1.28933868506,4.60272638754,3.81721317421,11.3713838182
3.24,4892,17876,1.42706710559,1.29435992446,4.3729216152,3.70752740127,11.4165368447
3.25,4924,17004,1.43640196809,1.29909229697,4.45247148289,3.5047410938,10.0548137767
3.26,4958,16786,1.44632025951,1.30328834625,4.41946472019,3.43718160239,10.1242418165
3.27,4986,17440,1.4544882642,1.30739866415,4.32841163311,3.5518589369,10.1814178494
3.28,5023,17222,1.46528169897,1.31220284063,4.24740321058,3.48269022725,10.2569718928
3.29,5065,15914,1.43833236241,1.31766703026,4.21014799154,3.19240881886,10.0683265369
3.3,5102,16786,1.44883943002,1.3219285503,4.17263056093,3.34362641259,10.1418760101
3.31,5130,17876,1.45679072442,1.32539653583,4.21197252208,3.54201728534,10.1975350709
3.32,5157,16350,1.46260075657,1.32900994811,4.47835689046,3.22322448306,10.238205296
3.33,5193,17876,1.47281088402,1.33419584504,4.06053496011,3.50046592573,10.3096761881
3.34,5229,17876,1.48302101146,1.33858872432,4.21745419479,3.47701406958,10.3811470802
3.35,5267,14824,1.49379836821,1.34525565969,4.41617862372,2.86323673114,8.96279020926
3.36,5294,16786,1.50145596379,1.34843783767,3.82626060909,3.22598991721,10.5101917466
3.37,5331,15696,1.51194970589,1.35434563591,3.99614395887,2.99608358569,9.07169823535
3.38,5361,18094,1.52045814543,1.35920936587,3.89189189189,3.4350000761,10.643207018
3.39,5400,17658,1.53151911683,1.366096461,4.25594749795,3.32856313522,10.7206338178
3.4,5427,16568,1.53917671241,1.37061381237,4.07759815242,3.10787685734,10.7742369869
3.41,5460,18312,1.5485359959,1.37621222526,4.04260651629,3.41465381408,10.8397519713
3.42,5489,17658,1.55676082079,1.38032375067,4.34565619224,3.27562133458,10.8973257455
3.43,5532,15042,1.52242219531,1.38518012023,4.10350382602,2.76894332741,9.13453317185
3.44,5577,18094,1.53480632379,1.39085739081,4.09490022173,3.3040963862,10.7436442666
3.45,5620,16568,1.53806179739,1.3967074008,3.99145994307,3.00252018022,9.22837078435
3.46,5666,14824,1.53582586922,1.40492304392,3.88829787234,2.66476837382,9.21495521529
3.47,5694,17222,1.54341554877,1.40917118723,3.88612836439,3.08073397946,10.8039088414
3.48,5723,17658,1.5512762883,1.41368542487,3.77876895629,3.14271549873,10.8589340181
3.49,5776,5450,1.55049919268,1.42053304375,3.90734265734,0.961066897759,3.10099838535
3.5,5809,18312,1.55659531008,1.42479291382,3.98882912702,3.2108805419,10.8961671706
3.51,5846,16786,1.56650992989,1.42954604308,3.93552361396,2.92465391285,9.39905957935
3.52,5884,17876,1.5766925124,1.4356832761,3.64788153023,3.09440635577,11.0368475868
3.53,5947,16568,1.59357416234,1.44150866651,3.78065498858,2.83726850224,9.56144497407
3.54,5979,17222,1.60214896867,1.44472219922,3.68532654792,2.93329001013,9.612893812
3.55,6028,16350,1.61527914085,1.45226923043,3.68116536725,2.76181113445,9.69167484508
3.56,6065,18094,1.62519376066,1.45638385921,3.79618386817,3.03749687857,9.75116256394
3.57,6098,17658,1.62975533107,1.46015116193,3.79939991427,2.94803597217,9.77853198642
3.58,6145,18094,1.60973936106,1.46514100045,3.89147627417,2.99726635648,9.65843616638
3.59,6183,14170,1.61969381114,1.46975517453,3.87197392924,2.33258172222,8.0984690557
3.6,6226,19402,1.63095805728,1.47556092009,4.0519215045,3.17128756229,11.416706401
3.61,6271,19838,1.64274622184,1.48018090215,3.92821444798,3.2187068984,11.4992235529
3.62,6305,19184,1.65165283507,1.48469978392,3.95556552962,3.09542096193,11.5615698455
3.63,6334,19838,1.65659888683,1.48855426458,4.05287260616,3.18589505437,11.5961922078
3.64,6376,18966,1.66758359685,1.49264094672,3.98116298116,3.02526660838,10.0055015811
3.65,6422,12426,1.67961446972,1.49848783173,3.70007244627,1.96742803275,6.71845787889
3.66,6456,12426,1.68850685402,1.50332902797,2.5971474704,1.95677337959,6.75402741609
3.67,6491,15260,1.69766077904,1.50627263588,2.47779540048,2.38960973487,8.48830389518
3.68,6535,15260,1.70916857048,1.51061688769,2.95727956254,2.37312331234,8.54584285242
3.69,6574,16132,1.69519235935,1.51454611597,3.13956639566,2.49328453264,8.47596179673
3.7,6609,16132,1.69558650131,1.51795490505,3.24499229584,2.47958943126,8.47793250653
3.71,6639,17004,1.70328321715,1.5234484695,3.29925650558,2.60141674658,10.2196993029
3.72,6676,17440,1.71277583337,1.52823610601,3.48587127159,2.65274829096,10.2766550002
3.73,6710,7412,1.72149877799,1.53157041979,3.3343488195,1.12149527971,5.16449633398
3.74,6766,18966,1.73586598091,1.53616077129,3.37186828919,2.84498942173,10.4151958855
3.75,6800,16350,1.74458892554,1.53959235046,3.50567142334,2.43981030895,8.72294462769
3.76,6838,17222,1.75433809895,1.54232183721,3.36320235035,2.55505591783,10.5260285937
3.77,6861,17440,1.76023891443,1.54405134776,3.3573374854,2.57845940287,10.5614334866
3.78,6894,17658,1.76870530186,1.54669698877,3.44693732194,2.59762417493,10.6122318112
3.79,6927,16132,1.77717168929,1.54863345682,3.36577292287,2.36120226782,8.88585844647
3.8,6961,15696,1.73488765617,1.5527467105,3.28035659391,2.28560851709,8.67443828087
3.81,6995,17222,1.74200100675,1.55465188742,2.94573082489,2.49498770514,8.71000503375
3.82,7028,17658,1.75021916733,1.55576733992,3.08989183141,2.54552940024,10.501315004
3.83,7054,17222,1.71800701895,1.55706967381,3.28862973761,2.47303701382,8.59003509477
3.84,7086,17876,1.72580064308,1.55944447965,3.30076004343,2.55476832665,10.3548038585
3.85,7124,17876,1.73049987848,1.56042203002,3.44038668099,2.54035589687,10.3829992709
3.86,7152,16568,1.72311522399,1.56019888256,3.27594339623,2.3447320727,8.61557611993
3.87,7183,16786,1.73058398404,1.5621885039,3.24003919007,2.36474743832,8.65291992022
3.88,7213,17004,1.73781181636,1.56290176101,3.12990377498,2.38487746889,8.6890590818
3.89,7250,17876,1.74509407866,1.56379260799,3.21717000339,2.49360430196,8.72547039329
3.9,7286,16786,1.75375937339,1.56360271858,3.28952843273,2.32930009792,8.76879686696
3.91,7317,17658,1.76122115497,1.56256286277,3.16440736879,2.43920388504,8.80610577485
3.92,7356,17440,1.7706085576,1.56305542142,3.34190902312,2.39557892548,8.853042788
