pulls 1024mb_time 1024mb_layout 1280mb_time 1280mb_layout 1536mb_time 1536mb_layout 2048mb_time 2048mb_layout 768mb_time 768mb_layout cold_time cold_layout cold_clean_time cold_clean_layout betrfs_time betrfs_layout
4300 258.113759691 0.693965378119 0.541255363383 1 0.529885735886 1 0.529680567805 1 501.393566675 0.537835356524 1603.09673737 0.380786888256 92.1046721953 0.388013530446 15.2498072664 0.990049018295
4400 258.81596798 0.691577420318 0.534584564861 1 0.531428571429 1 0.529109195403 1 500.523531609 0.569433990927 1632.16235181 0.378302315025 92.7870077998 0.385717786511 15.4073349754 0.990086625594
4500 260.068598899 0.690887596449 0.546764720218 1 0.527567508286 1 0.528037872881 1 490.101621904 0.534296200963 1635.38449381 0.377499809389 91.9920899136 0.383661024549 14.8027880678 0.990359644291
4600 264.148944014 0.68689663847 0.531857274265 1 0.531088582842 1 0.530522115155 1 454.66840413 0.636755724086 1679.3728664 0.37316725285 92.2197279507 0.3806689606 15.1248363717 0.990438724469
4700 264.367073961 0.686850260673 10.7314580122 0.499290780142 0.535290038975 1 0.532971096406 1 475.039006875 0.625394208716 1686.35509117 0.370250422331 91.7219454121 0.377759206836 14.9505789794 0.990414511114
4800 265.166228243 0.682201754477 0.537481614528 1 0.536543876852 1 0.530394564815 1 482.309001261 0.615878928667 1726.13708688 0.369279072576 98.2585684945 0.375609566803 14.7489557994 0.990366624526
4900 271.538479527 0.672579584251 6.30064159045 0.889312977099 0.534210142589 1 0.53832052531 1 517.276927486 0.619738329396 1757.60556188 0.365569144732 94.1957312363 0.373030843742 14.7029987683 0.990721277628
5000 345.850771557 0.645167924461 0.654443941162 0.971553610503 0.539506049626 1 0.537710738853 1 524.673122543 0.610048404386 1798.95507924 0.363295738717 92.7543606436 0.371150341399 14.630143717 0.990504260751
5100 355.293807551 0.631728820516 82.9684236233 0.745703164493 0.533085963531 1 0.545431483613 1 507.725581193 0.609096395817 1811.91444425 0.363115327754 96.0185781032 0.370617703072 14.4720845702 0.991235165578
5200 346.308713191 0.635665835274 89.539300161 0.481347013944 0.537299398194 1 0.534591048595 1 1486.13633903 0.388419979075 1826.99838025 0.36334072856 95.185016877 0.369157729017 14.4436494363 0.990610832737
5300 385.543067695 0.630296695345 64.2467307258 0.514542748918 0.535796526261 1 0.534498634424 1 570.376585734 0.549502867379 1855.24432646 0.359978577775 93.6078912567 0.3675259091 14.2977003142 0.990960639636
5400 382.607303221 0.631855431813 42.5608795181 0.445972930996 0.541690779888 1 0.537681253084 1 1482.80106079 0.389243505468 1875.34807789 0.357843548922 96.5801560186 0.365482720571 14.7119563142 0.99087742191
5500 397.429052513 0.574515460724 56.9413674061 0.738967941025 0.544974442501 1 0.536291939581 1 598.308066667 0.541005010939 1903.73463136 0.356817320148 94.5908453589 0.363748711854 14.6339037155 0.990992245902
5600 404.473184889 0.590244928812 64.7230735299 0.753331801471 0.533520420813 1 0.537496179927 1 671.844032181 0.518330954598 1927.69752517 0.354814095992 97.9948749754 0.362671868683 14.4347783781 0.991009140515
5700 394.735871694 0.62559480447 72.8096694067 0.781999823571 0.53627305218 1 0.535060042888 1 1493.75074732 0.3831127623 1962.83948927 0.351998575625 92.6788538242 0.360534072906 14.4694957112 0.99097431679
5800 418.556607778 0.571983974762 168.409595622 0.693946637763 0.538864730273 1 0.538678303289 1 681.229230339 0.515441501044 1969.92773978 0.3520389033 100.884979493 0.360372869427 14.2512146001 0.991009952867
